ccode,year,age,gender,education,status,population
CIV,2022,60,male,less than primary,student,0.0
CIV,2022,60,male,lower secondary,unemployed,178.0
CIV,2022,60,male,less than primary,unemployed,246.0
CIV,2022,60,male,primary,unemployed,177.0
CIV,2022,60,male,tertiary,unemployed,54.0
CIV,2022,60,male,upper secondary,unemployed,47.0
CIV,2022,61,female,primary,employed,4591.0
CIV,2022,61,female,tertiary,employed,504.0
CIV,2022,61,female,less than primary,employed,20032.0
CIV,2022,61,female,upper secondary,employed,359.0
CIV,2022,61,female,lower secondary,employed,993.0
CIV,2022,61,female,less than primary,inactive,11932.0
CIV,2022,61,female,lower secondary,inactive,987.0
CIV,2022,61,female,upper secondary,inactive,588.0
CIV,2022,61,female,primary,inactive,2068.0
CIV,2022,61,female,tertiary,inactive,256.0
CIV,2022,61,female,upper secondary,student,0.0
CIV,2022,61,female,primary,student,0.0
CIV,2022,61,female,lower secondary,student,0.0
CIV,2022,61,female,less than primary,student,0.0
CIV,2022,61,female,tertiary,student,0.0
CIV,2022,61,female,tertiary,unemployed,12.0
CIV,2022,61,female,upper secondary,unemployed,11.0
CIV,2022,61,female,primary,unemployed,148.0
CIV,2022,61,female,less than primary,unemployed,339.0
CIV,2022,61,female,lower secondary,unemployed,55.0
CIV,2022,61,male,less than primary,employed,21151.0
CIV,2022,61,male,upper secondary,employed,1853.0
CIV,2022,61,male,tertiary,employed,2409.0
CIV,2022,61,male,primary,employed,7317.0
CIV,2022,61,male,lower secondary,employed,3971.0
CIV,2022,61,male,less than primary,inactive,2390.0
CIV,2022,61,male,tertiary,inactive,470.0
CIV,2022,61,male,upper secondary,inactive,664.0
CIV,2022,61,male,lower secondary,inactive,688.0
CIV,2022,61,male,primary,inactive,1097.0
CIV,2022,61,male,lower secondary,student,0.0
CIV,2022,61,male,upper secondary,student,0.0
CIV,2022,61,male,tertiary,student,0.0
CIV,2022,61,male,primary,student,0.0
CIV,2022,61,male,less than primary,student,0.0
CIV,2022,61,male,upper secondary,unemployed,43.0
CIV,2022,61,male,lower secondary,unemployed,163.0
CIV,2022,61,male,primary,unemployed,162.0
CIV,2022,61,male,tertiary,unemployed,49.0
CIV,2022,61,male,less than primary,unemployed,225.0
CIV,2022,62,female,lower secondary,employed,927.0
CIV,2022,62,female,upper secondary,employed,335.0
CIV,2022,62,female,less than primary,employed,18712.0
CIV,2022,62,female,primary,employed,4288.0
CIV,2022,62,female,tertiary,employed,470.0
CIV,2022,62,female,lower secondary,inactive,922.0
CIV,2022,62,female,primary,inactive,1931.0
CIV,2022,62,female,upper secondary,inactive,551.0
CIV,2022,62,female,tertiary,inactive,239.0
CIV,2022,62,female,less than primary,inactive,11145.0
CIV,2022,62,female,upper secondary,student,0.0
CIV,2022,62,female,less than primary,student,0.0
CIV,2022,62,female,lower secondary,student,0.0
CIV,2022,62,female,tertiary,student,0.0
CIV,2022,62,female,primary,student,0.0
CIV,2022,62,female,tertiary,unemployed,11.0
CIV,2022,62,female,less than primary,unemployed,317.0
CIV,2022,62,female,primary,unemployed,139.0
CIV,2022,62,female,upper secondary,unemployed,10.0
CIV,2022,62,female,lower secondary,unemployed,52.0
CIV,2022,62,male,lower secondary,employed,3652.0
CIV,2022,62,male,tertiary,employed,2216.0
CIV,2022,62,male,less than primary,employed,19451.0
CIV,2022,62,male,upper secondary,employed,1704.0
CIV,2022,62,male,primary,employed,6729.0
CIV,2022,62,male,lower secondary,inactive,633.0
CIV,2022,62,male,upper secondary,inactive,611.0
CIV,2022,62,male,less than primary,inactive,2198.0
CIV,2022,62,male,tertiary,inactive,431.0
CIV,2022,62,male,primary,inactive,1009.0
CIV,2022,62,male,upper secondary,student,0.0
CIV,2022,62,male,tertiary,student,0.0
CIV,2022,62,male,less than primary,student,0.0
CIV,2022,62,male,primary,student,0.0
CIV,2022,62,male,lower secondary,student,0.0
CIV,2022,62,male,upper secondary,unemployed,39.0
CIV,2022,62,male,primary,unemployed,149.0
CIV,2022,62,male,lower secondary,unemployed,150.0
CIV,2022,62,male,tertiary,unemployed,46.0
CIV,2022,62,male,less than primary,unemployed,207.0
CIV,2022,63,female,upper secondary,employed,314.0
CIV,2022,63,female,lower secondary,employed,865.0
CIV,2022,63,female,primary,employed,4002.0
CIV,2022,63,female,tertiary,employed,439.0
CIV,2022,63,female,less than primary,employed,17465.0
CIV,2022,63,female,upper secondary,inactive,513.0
CIV,2022,63,female,tertiary,inactive,223.0
CIV,2022,63,female,lower secondary,inactive,861.0
CIV,2022,63,female,primary,inactive,1803.0
CIV,2022,63,female,less than primary,inactive,10404.0
CIV,2022,63,female,primary,student,0.0
CIV,2022,63,female,upper secondary,student,0.0
CIV,2022,63,female,tertiary,student,0.0
CIV,2022,63,female,less than primary,student,0.0
CIV,2022,63,female,lower secondary,student,0.0
CIV,2022,63,female,tertiary,unemployed,10.0
CIV,2022,63,female,less than primary,unemployed,295.0
CIV,2022,63,female,lower secondary,unemployed,48.0
CIV,2022,63,female,upper secondary,unemployed,10.0
CIV,2022,63,female,primary,unemployed,129.0
CIV,2022,63,male,primary,employed,6270.0
CIV,2022,63,male,lower secondary,employed,3404.0
CIV,2022,63,male,tertiary,employed,2064.0
CIV,2022,63,male,upper secondary,employed,1588.0
CIV,2022,63,male,less than primary,employed,18126.0
CIV,2022,63,male,upper secondary,inactive,569.0
CIV,2022,63,male,primary,inactive,940.0
CIV,2022,63,male,lower secondary,inactive,589.0
CIV,2022,63,male,less than primary,inactive,2048.0
CIV,2022,63,male,tertiary,inactive,403.0
CIV,2022,63,male,lower secondary,student,0.0
CIV,2022,63,male,upper secondary,student,0.0
CIV,2022,63,male,primary,student,0.0
CIV,2022,63,male,less than primary,student,0.0
CIV,2022,63,male,tertiary,student,0.0
CIV,2022,63,male,less than primary,unemployed,192.0
CIV,2022,63,male,upper secondary,unemployed,37.0
CIV,2022,63,male,tertiary,unemployed,42.0
CIV,2022,63,male,lower secondary,unemployed,140.0
CIV,2022,63,male,primary,unemployed,139.0
CIV,2022,64,female,lower secondary,employed,808.0
CIV,2022,64,female,primary,employed,3732.0
CIV,2022,64,female,tertiary,employed,409.0
CIV,2022,64,female,less than primary,employed,16285.0
CIV,2022,64,female,upper secondary,employed,291.0
CIV,2022,64,female,primary,inactive,1681.0
CIV,2022,64,female,lower secondary,inactive,802.0
CIV,2022,64,female,upper secondary,inactive,479.0
CIV,2022,64,female,tertiary,inactive,209.0
CIV,2022,64,female,less than primary,inactive,9699.0
CIV,2022,64,female,upper secondary,student,0.0
CIV,2022,64,female,less than primary,student,0.0
CIV,2022,64,female,tertiary,student,0.0
CIV,2022,64,female,lower secondary,student,0.0
CIV,2022,64,female,primary,student,0.0
CIV,2022,64,female,tertiary,unemployed,9.0
CIV,2022,64,female,primary,unemployed,121.0
CIV,2022,64,female,less than primary,unemployed,276.0
CIV,2022,64,female,upper secondary,unemployed,9.0
CIV,2022,64,female,lower secondary,unemployed,45.0
CIV,2022,64,male,primary,employed,5903.0
CIV,2022,64,male,upper secondary,employed,1495.0
CIV,2022,64,male,less than primary,employed,17064.0
CIV,2022,64,male,lower secondary,employed,3203.0
CIV,2022,64,male,tertiary,employed,1943.0
CIV,2022,64,male,primary,inactive,884.0
CIV,2022,64,male,upper secondary,inactive,536.0
CIV,2022,64,male,less than primary,inactive,1928.0
CIV,2022,64,male,tertiary,inactive,379.0
CIV,2022,64,male,lower secondary,inactive,555.0
CIV,2022,64,male,lower secondary,student,0.0
CIV,2022,64,male,primary,student,0.0
CIV,2022,64,male,tertiary,student,0.0
CIV,2022,64,male,upper secondary,student,0.0
CIV,2022,64,male,less than primary,student,0.0
CIV,2022,64,male,lower secondary,unemployed,132.0
CIV,2022,64,male,primary,unemployed,130.0
CIV,2022,64,male,upper secondary,unemployed,35.0
CIV,2022,64,male,tertiary,unemployed,40.0
CIV,2022,64,male,less than primary,unemployed,181.0
CIV,2023,15,female,lower secondary,employed,2878.0
CIV,2023,15,female,upper secondary,employed,691.0
CIV,2023,15,female,less than primary,employed,98125.0
CIV,2023,15,female,primary,employed,4033.0
CIV,2023,15,female,tertiary,employed,46.0
CIV,2023,15,female,tertiary,inactive,20.0
CIV,2023,15,female,less than primary,inactive,70133.0
CIV,2023,15,female,lower secondary,inactive,2473.0
CIV,2023,15,female,upper secondary,inactive,1132.0
CIV,2023,15,female,primary,inactive,3448.0
CIV,2023,15,female,primary,student,66531.0
CIV,2023,15,female,upper secondary,student,21157.0
CIV,2023,15,female,less than primary,student,0.0
CIV,2023,15,female,tertiary,student,4196.0
CIV,2023,15,female,lower secondary,student,49962.0
CIV,2023,15,female,primary,unemployed,242.0
CIV,2023,15,female,tertiary,unemployed,441.0
CIV,2023,15,female,lower secondary,unemployed,361.0
CIV,2023,15,female,upper secondary,unemployed,589.0
CIV,2023,15,female,less than primary,unemployed,3587.0
CIV,2023,15,male,primary,employed,21031.0
CIV,2023,15,male,upper secondary,employed,9223.0
CIV,2023,15,male,less than primary,employed,78551.0
CIV,2023,15,male,lower secondary,employed,21085.0
CIV,2023,15,male,tertiary,employed,763.0
CIV,2023,15,male,tertiary,inactive,26.0
CIV,2023,15,male,primary,inactive,6339.0
CIV,2023,15,male,lower secondary,inactive,5645.0
CIV,2023,15,male,upper secondary,inactive,2990.0
CIV,2023,15,male,less than primary,inactive,23973.0
CIV,2023,15,male,primary,student,69327.0
CIV,2023,15,male,lower secondary,student,64087.0
CIV,2023,15,male,tertiary,student,3146.0
CIV,2023,15,male,upper secondary,student,25943.0
CIV,2023,15,male,less than primary,student,0.0
CIV,2023,15,male,upper secondary,unemployed,1290.0
CIV,2023,15,male,tertiary,unemployed,655.0
CIV,2023,15,male,lower secondary,unemployed,1211.0
CIV,2023,15,male,primary,unemployed,396.0
CIV,2023,15,male,less than primary,unemployed,1730.0
CIV,2023,16,female,less than primary,employed,95573.0
CIV,2023,16,female,lower secondary,employed,2803.0
CIV,2023,16,female,tertiary,employed,45.0
CIV,2023,16,female,upper secondary,employed,673.0
CIV,2023,16,female,primary,employed,3928.0
CIV,2023,16,female,less than primary,inactive,68309.0
CIV,2023,16,female,upper secondary,inactive,1103.0
CIV,2023,16,female,primary,inactive,3358.0
CIV,2023,16,female,lower secondary,inactive,2409.0
CIV,2023,16,female,tertiary,inactive,19.0
CIV,2023,16,female,upper secondary,student,20607.0
CIV,2023,16,female,less than primary,student,0.0
CIV,2023,16,female,primary,student,64800.0
CIV,2023,16,female,lower secondary,student,48663.0
CIV,2023,16,female,tertiary,student,4086.0
CIV,2023,16,female,less than primary,unemployed,3493.0
CIV,2023,16,female,upper secondary,unemployed,574.0
CIV,2023,16,female,lower secondary,unemployed,352.0
CIV,2023,16,female,primary,unemployed,236.0
CIV,2023,16,female,tertiary,unemployed,430.0
CIV,2023,16,male,primary,employed,20604.0
CIV,2023,16,male,less than primary,employed,76958.0
CIV,2023,16,male,lower secondary,employed,20658.0
CIV,2023,16,male,tertiary,employed,748.0
CIV,2023,16,male,upper secondary,employed,9036.0
CIV,2023,16,male,tertiary,inactive,25.0
CIV,2023,16,male,upper secondary,inactive,2929.0
CIV,2023,16,male,primary,inactive,6211.0
CIV,2023,16,male,lower secondary,inactive,5530.0
CIV,2023,16,male,less than primary,inactive,23487.0
CIV,2023,16,male,lower secondary,student,62787.0
CIV,2023,16,male,primary,student,67921.0
CIV,2023,16,male,upper secondary,student,25417.0
CIV,2023,16,male,tertiary,student,3082.0
CIV,2023,16,male,less than primary,student,0.0
CIV,2023,16,male,tertiary,unemployed,642.0
CIV,2023,16,male,less than primary,unemployed,1695.0
CIV,2023,16,male,lower secondary,unemployed,1187.0
CIV,2023,16,male,primary,unemployed,388.0
CIV,2023,16,male,upper secondary,unemployed,1264.0
CIV,2023,17,female,less than primary,employed,93006.0
CIV,2023,17,female,lower secondary,employed,2728.0
CIV,2023,17,female,tertiary,employed,44.0
CIV,2023,17,female,primary,employed,3823.0
CIV,2023,17,female,upper secondary,employed,655.0
CIV,2023,17,female,upper secondary,inactive,1073.0
CIV,2023,17,female,less than primary,inactive,66475.0
CIV,2023,17,female,primary,inactive,3268.0
CIV,2023,17,female,lower secondary,inactive,2344.0
CIV,2023,17,female,tertiary,inactive,19.0
CIV,2023,17,female,less than primary,student,0.0
CIV,2023,17,female,primary,student,63060.0
CIV,2023,17,female,upper secondary,student,20053.0
CIV,2023,17,female,tertiary,student,3977.0
CIV,2023,17,female,lower secondary,student,47356.0
CIV,2023,17,female,primary,unemployed,229.0
CIV,2023,17,female,tertiary,unemployed,418.0
CIV,2023,17,female,lower secondary,unemployed,343.0
CIV,2023,17,female,upper secondary,unemployed,558.0
CIV,2023,17,female,less than primary,unemployed,3400.0
CIV,2023,17,male,tertiary,employed,731.0
CIV,2023,17,male,lower secondary,employed,20193.0
CIV,2023,17,male,less than primary,employed,75226.0
CIV,2023,17,male,primary,employed,20141.0
CIV,2023,17,male,upper secondary,employed,8833.0
CIV,2023,17,male,upper secondary,inactive,2863.0
CIV,2023,17,male,tertiary,inactive,25.0
CIV,2023,17,male,lower secondary,inactive,5406.0
CIV,2023,17,male,primary,inactive,6071.0
CIV,2023,17,male,less than primary,inactive,22958.0
CIV,2023,17,male,less than primary,student,0.0
CIV,2023,17,male,lower secondary,student,61374.0
CIV,2023,17,male,primary,student,66393.0
CIV,2023,17,male,tertiary,student,3013.0
CIV,2023,17,male,upper secondary,student,24845.0
CIV,2023,17,male,less than primary,unemployed,1657.0
CIV,2023,17,male,lower secondary,unemployed,1160.0
CIV,2023,17,male,tertiary,unemployed,627.0
CIV,2023,17,male,upper secondary,unemployed,1235.0
CIV,2023,17,male,primary,unemployed,379.0
CIV,2023,18,female,upper secondary,employed,637.0
CIV,2023,18,female,lower secondary,employed,2653.0
CIV,2023,18,female,primary,employed,3718.0
CIV,2023,18,female,less than primary,employed,90449.0
CIV,2023,18,female,tertiary,employed,42.0
CIV,2023,18,female,tertiary,inactive,18.0
CIV,2023,18,female,less than primary,inactive,64646.0
CIV,2023,18,female,lower secondary,inactive,2280.0
CIV,2023,18,female,upper secondary,inactive,1044.0
CIV,2023,18,female,primary,inactive,3178.0
CIV,2023,18,female,lower secondary,student,46054.0
CIV,2023,18,female,less than primary,student,0.0
CIV,2023,18,female,primary,student,61326.0
CIV,2023,18,female,tertiary,student,3868.0
CIV,2023,18,female,upper secondary,student,19502.0
CIV,2023,18,female,tertiary,unemployed,407.0
CIV,2023,18,female,primary,unemployed,223.0
CIV,2023,18,female,lower secondary,unemployed,333.0
CIV,2023,18,female,less than primary,unemployed,3307.0
CIV,2023,18,female,upper secondary,unemployed,543.0
CIV,2023,18,male,lower secondary,employed,19675.0
CIV,2023,18,male,upper secondary,employed,8605.0
CIV,2023,18,male,tertiary,employed,712.0
CIV,2023,18,male,less than primary,employed,73295.0
CIV,2023,18,male,primary,employed,19624.0
CIV,2023,18,male,lower secondary,inactive,5267.0
CIV,2023,18,male,less than primary,inactive,22369.0
CIV,2023,18,male,upper secondary,inactive,2789.0
CIV,2023,18,male,tertiary,inactive,24.0
CIV,2023,18,male,primary,inactive,5915.0
CIV,2023,18,male,less than primary,student,0.0
CIV,2023,18,male,upper secondary,student,24208.0
CIV,2023,18,male,tertiary,student,2935.0
CIV,2023,18,male,primary,student,64688.0
CIV,2023,18,male,lower secondary,student,59798.0
CIV,2023,18,male,tertiary,unemployed,611.0
CIV,2023,18,male,lower secondary,unemployed,1130.0
CIV,2023,18,male,upper secondary,unemployed,1204.0
CIV,2023,18,male,less than primary,unemployed,1614.0
CIV,2023,18,male,primary,unemployed,369.0
CIV,2023,19,female,lower secondary,employed,2578.0
CIV,2023,19,female,upper secondary,employed,619.0
CIV,2023,19,female,primary,employed,3613.0
CIV,2023,19,female,less than primary,employed,87891.0
CIV,2023,19,female,tertiary,employed,41.0
CIV,2023,19,female,less than primary,inactive,62818.0
CIV,2023,19,female,upper secondary,inactive,1014.0
CIV,2023,19,female,lower secondary,inactive,2216.0
CIV,2023,19,female,primary,inactive,3088.0
CIV,2023,19,female,tertiary,inactive,18.0
CIV,2023,19,female,upper secondary,student,18950.0
CIV,2023,19,female,lower secondary,student,44751.0
CIV,2023,19,female,less than primary,student,0.0
CIV,2023,19,female,tertiary,student,3758.0
CIV,2023,19,female,primary,student,59592.0
CIV,2023,19,female,lower secondary,unemployed,324.0
CIV,2023,19,female,less than primary,unemployed,3213.0
CIV,2023,19,female,primary,unemployed,216.0
CIV,2023,19,female,upper secondary,unemployed,528.0
CIV,2023,19,female,tertiary,unemployed,395.0
CIV,2023,19,male,upper secondary,employed,8361.0
CIV,2023,19,male,less than primary,employed,71210.0
CIV,2023,19,male,tertiary,employed,692.0
CIV,2023,19,male,primary,employed,19066.0
CIV,2023,19,male,lower secondary,employed,19115.0
CIV,2023,19,male,less than primary,inactive,21732.0
CIV,2023,19,male,tertiary,inactive,23.0
CIV,2023,19,male,lower secondary,inactive,5118.0
CIV,2023,19,male,upper secondary,inactive,2710.0
CIV,2023,19,male,primary,inactive,5747.0
CIV,2023,19,male,tertiary,student,2852.0
CIV,2023,19,male,lower secondary,student,58097.0
CIV,2023,19,male,less than primary,student,0.0
CIV,2023,19,male,upper secondary,student,23519.0
CIV,2023,19,male,primary,student,62848.0
CIV,2023,19,male,less than primary,unemployed,1568.0
CIV,2023,19,male,primary,unemployed,359.0
CIV,2023,19,male,lower secondary,unemployed,1098.0
CIV,2023,19,male,upper secondary,unemployed,1170.0
CIV,2023,19,male,tertiary,unemployed,594.0
CIV,2023,20,female,lower secondary,employed,2502.0
CIV,2023,20,female,primary,employed,3507.0
CIV,2023,20,female,tertiary,employed,40.0
CIV,2023,20,female,upper secondary,employed,601.0
CIV,2023,20,female,less than primary,employed,85306.0
CIV,2023,20,female,less than primary,inactive,60971.0
CIV,2023,20,female,lower secondary,inactive,2150.0
CIV,2023,20,female,primary,inactive,2997.0
CIV,2023,20,female,tertiary,inactive,17.0
CIV,2023,20,female,upper secondary,inactive,984.0
CIV,2023,20,female,lower secondary,student,43435.0
CIV,2023,20,female,upper secondary,student,18394.0
CIV,2023,20,female,primary,student,57839.0
CIV,2023,20,female,tertiary,student,3647.0
CIV,2023,20,female,less than primary,student,0.0
CIV,2023,20,female,upper secondary,unemployed,512.0
CIV,2023,20,female,lower secondary,unemployed,314.0
CIV,2023,20,female,less than primary,unemployed,3118.0
CIV,2023,20,female,primary,unemployed,210.0
CIV,2023,20,female,tertiary,unemployed,384.0
CIV,2023,20,male,lower secondary,employed,18553.0
CIV,2023,20,male,less than primary,employed,69119.0
CIV,2023,20,male,upper secondary,employed,8116.0
CIV,2023,20,male,tertiary,employed,672.0
CIV,2023,20,male,primary,employed,18506.0
CIV,2023,20,male,tertiary,inactive,23.0
CIV,2023,20,male,upper secondary,inactive,2631.0
CIV,2023,20,male,lower secondary,inactive,4967.0
CIV,2023,20,male,less than primary,inactive,21095.0
CIV,2023,20,male,primary,inactive,5578.0
CIV,2023,20,male,primary,student,61003.0
CIV,2023,20,male,tertiary,student,2768.0
CIV,2023,20,male,upper secondary,student,22829.0
CIV,2023,20,male,lower secondary,student,56392.0
CIV,2023,20,male,less than primary,student,0.0
CIV,2023,20,male,less than primary,unemployed,1522.0
CIV,2023,20,male,lower secondary,unemployed,1066.0
CIV,2023,20,male,tertiary,unemployed,577.0
CIV,2023,20,male,upper secondary,unemployed,1135.0
CIV,2023,20,male,primary,unemployed,349.0
CIV,2023,21,female,lower secondary,employed,2426.0
CIV,2023,21,female,primary,employed,3400.0
CIV,2023,21,female,tertiary,employed,39.0
CIV,2023,21,female,upper secondary,employed,583.0
CIV,2023,21,female,less than primary,employed,82721.0
CIV,2023,21,female,upper secondary,inactive,954.0
CIV,2023,21,female,less than primary,inactive,59123.0
CIV,2023,21,female,tertiary,inactive,16.0
CIV,2023,21,female,lower secondary,inactive,2085.0
CIV,2023,21,female,primary,inactive,2906.0
CIV,2023,21,female,upper secondary,student,17836.0
CIV,2023,21,female,primary,student,56086.0
CIV,2023,21,female,less than primary,student,0.0
CIV,2023,21,female,lower secondary,student,42119.0
CIV,2023,21,female,tertiary,student,3537.0
CIV,2023,21,female,lower secondary,unemployed,305.0
CIV,2023,21,female,primary,unemployed,204.0
CIV,2023,21,female,less than primary,unemployed,3024.0
CIV,2023,21,female,upper secondary,unemployed,497.0
CIV,2023,21,female,tertiary,unemployed,372.0
CIV,2023,21,male,less than primary,employed,67034.0
CIV,2023,21,male,tertiary,employed,651.0
CIV,2023,21,male,primary,employed,17947.0
CIV,2023,21,male,upper secondary,employed,7871.0
CIV,2023,21,male,lower secondary,employed,17994.0
CIV,2023,21,male,upper secondary,inactive,2551.0
CIV,2023,21,male,tertiary,inactive,22.0
CIV,2023,21,male,primary,inactive,5410.0
CIV,2023,21,male,less than primary,inactive,20457.0
CIV,2023,21,male,lower secondary,inactive,4817.0
CIV,2023,21,male,primary,student,59162.0
CIV,2023,21,male,tertiary,student,2685.0
CIV,2023,21,male,upper secondary,student,22140.0
CIV,2023,21,male,lower secondary,student,54689.0
CIV,2023,21,male,less than primary,student,0.0
CIV,2023,21,male,upper secondary,unemployed,1101.0
CIV,2023,21,male,primary,unemployed,338.0
CIV,2023,21,male,less than primary,unemployed,1477.0
CIV,2023,21,male,lower secondary,unemployed,1034.0
CIV,2023,21,male,tertiary,unemployed,559.0
CIV,2023,22,female,less than primary,employed,80075.0
CIV,2023,22,female,upper secondary,employed,564.0
CIV,2023,22,female,lower secondary,employed,2349.0
CIV,2023,22,female,primary,employed,3292.0
CIV,2023,22,female,tertiary,employed,37.0
CIV,2023,22,female,primary,inactive,2814.0
CIV,2023,22,female,upper secondary,inactive,924.0
CIV,2023,22,female,lower secondary,inactive,2018.0
CIV,2023,22,female,tertiary,inactive,16.0
CIV,2023,22,female,less than primary,inactive,57232.0
CIV,2023,22,female,tertiary,student,3424.0
CIV,2023,22,female,primary,student,54292.0
CIV,2023,22,female,upper secondary,student,17265.0
CIV,2023,22,female,lower secondary,student,40771.0
CIV,2023,22,female,less than primary,student,0.0
CIV,2023,22,female,upper secondary,unemployed,481.0
CIV,2023,22,female,less than primary,unemployed,2927.0
CIV,2023,22,female,primary,unemployed,197.0
CIV,2023,22,female,tertiary,unemployed,360.0
CIV,2023,22,female,lower secondary,unemployed,295.0
CIV,2023,22,male,tertiary,employed,630.0
CIV,2023,22,male,upper secondary,employed,7607.0
CIV,2023,22,male,less than primary,employed,64788.0
CIV,2023,22,male,lower secondary,employed,17391.0
CIV,2023,22,male,primary,employed,17346.0
CIV,2023,22,male,tertiary,inactive,21.0
CIV,2023,22,male,less than primary,inactive,19773.0
CIV,2023,22,male,upper secondary,inactive,2466.0
CIV,2023,22,male,lower secondary,inactive,4656.0
CIV,2023,22,male,primary,inactive,5229.0
CIV,2023,22,male,primary,student,57180.0
CIV,2023,22,male,tertiary,student,2595.0
CIV,2023,22,male,upper secondary,student,21398.0
CIV,2023,22,male,lower secondary,student,52858.0
CIV,2023,22,male,less than primary,student,0.0
CIV,2023,22,male,tertiary,unemployed,540.0
CIV,2023,22,male,less than primary,unemployed,1427.0
CIV,2023,22,male,lower secondary,unemployed,999.0
CIV,2023,22,male,upper secondary,unemployed,1064.0
CIV,2023,22,male,primary,unemployed,327.0
CIV,2023,23,female,primary,employed,3179.0
CIV,2023,23,female,lower secondary,employed,2269.0
CIV,2023,23,female,upper secondary,employed,545.0
CIV,2023,23,female,less than primary,employed,77344.0
CIV,2023,23,female,tertiary,employed,36.0
CIV,2023,23,female,primary,inactive,2718.0
CIV,2023,23,female,lower secondary,inactive,1950.0
CIV,2023,23,female,less than primary,inactive,55280.0
CIV,2023,23,female,upper secondary,inactive,893.0
CIV,2023,23,female,tertiary,inactive,15.0
CIV,2023,23,female,tertiary,student,3307.0
CIV,2023,23,female,less than primary,student,0.0
CIV,2023,23,female,primary,student,52441.0
CIV,2023,23,female,upper secondary,student,16676.0
CIV,2023,23,female,lower secondary,student,39381.0
CIV,2023,23,female,upper secondary,unemployed,464.0
CIV,2023,23,female,less than primary,unemployed,2827.0
CIV,2023,23,female,primary,unemployed,191.0
CIV,2023,23,female,tertiary,unemployed,348.0
CIV,2023,23,female,lower secondary,unemployed,285.0
CIV,2023,23,male,tertiary,employed,606.0
CIV,2023,23,male,upper secondary,employed,7318.0
CIV,2023,23,male,lower secondary,employed,16731.0
CIV,2023,23,male,less than primary,employed,62328.0
CIV,2023,23,male,primary,employed,16687.0
CIV,2023,23,male,upper secondary,inactive,2372.0
CIV,2023,23,male,less than primary,inactive,19022.0
CIV,2023,23,male,primary,inactive,5030.0
CIV,2023,23,male,tertiary,inactive,20.0
CIV,2023,23,male,lower secondary,inactive,4479.0
CIV,2023,23,male,upper secondary,student,20585.0
CIV,2023,23,male,tertiary,student,2496.0
CIV,2023,23,male,less than primary,student,0.0
CIV,2023,23,male,primary,student,55009.0
CIV,2023,23,male,lower secondary,student,50851.0
CIV,2023,23,male,upper secondary,unemployed,1024.0
CIV,2023,23,male,primary,unemployed,314.0
CIV,2023,23,male,tertiary,unemployed,520.0
CIV,2023,23,male,lower secondary,unemployed,961.0
CIV,2023,23,male,less than primary,unemployed,1373.0
CIV,2023,24,female,primary,employed,3065.0
CIV,2023,24,female,upper secondary,employed,525.0
CIV,2023,24,female,less than primary,employed,74571.0
CIV,2023,24,female,lower secondary,employed,2187.0
CIV,2023,24,female,tertiary,employed,35.0
CIV,2023,24,female,tertiary,inactive,15.0
CIV,2023,24,female,lower secondary,inactive,1880.0
CIV,2023,24,female,less than primary,inactive,53298.0
CIV,2023,24,female,upper secondary,inactive,860.0
CIV,2023,24,female,primary,inactive,2620.0
CIV,2023,24,female,primary,student,50560.0
CIV,2023,24,female,upper secondary,student,16079.0
CIV,2023,24,female,lower secondary,student,37968.0
CIV,2023,24,female,tertiary,student,3189.0
CIV,2023,24,female,less than primary,student,0.0
CIV,2023,24,female,lower secondary,unemployed,275.0
CIV,2023,24,female,less than primary,unemployed,2726.0
CIV,2023,24,female,primary,unemployed,184.0
CIV,2023,24,female,upper secondary,unemployed,448.0
CIV,2023,24,female,tertiary,unemployed,335.0
CIV,2023,24,male,less than primary,employed,59745.0
CIV,2023,24,male,upper secondary,employed,7015.0
CIV,2023,24,male,lower secondary,employed,16038.0
CIV,2023,24,male,tertiary,employed,580.0
CIV,2023,24,male,primary,employed,15995.0
CIV,2023,24,male,lower secondary,inactive,4294.0
CIV,2023,24,male,upper secondary,inactive,2274.0
CIV,2023,24,male,primary,inactive,4822.0
CIV,2023,24,male,tertiary,inactive,20.0
CIV,2023,24,male,less than primary,inactive,18233.0
CIV,2023,24,male,upper secondary,student,19732.0
CIV,2023,24,male,lower secondary,student,48743.0
CIV,2023,24,male,primary,student,52729.0
CIV,2023,24,male,less than primary,student,0.0
CIV,2023,24,male,tertiary,student,2393.0
CIV,2023,24,male,tertiary,unemployed,498.0
CIV,2023,24,male,primary,unemployed,301.0
CIV,2023,24,male,lower secondary,unemployed,921.0
CIV,2023,24,male,upper secondary,unemployed,982.0
CIV,2023,24,male,less than primary,unemployed,1316.0
CIV,2023,25,female,less than primary,employed,113769.0
CIV,2023,25,female,tertiary,employed,8957.0
CIV,2023,25,female,primary,employed,25282.0
CIV,2023,25,female,lower secondary,employed,16583.0
CIV,2023,25,female,upper secondary,employed,14118.0
CIV,2023,25,female,tertiary,inactive,3612.0
CIV,2023,25,female,less than primary,inactive,34105.0
CIV,2023,25,female,primary,inactive,8336.0
CIV,2023,25,female,lower secondary,inactive,6916.0
CIV,2023,25,female,upper secondary,inactive,6211.0
CIV,2023,25,female,less than primary,student,0.0
CIV,2023,25,female,upper secondary,student,0.0
CIV,2023,25,female,tertiary,student,0.0
CIV,2023,25,female,lower secondary,student,0.0
CIV,2023,25,female,primary,student,0.0
